"No.","Time","Source","Destination","Protocol","Length","Info"
"1382","24.194684","192.168.0.105","192.168.0.104","TCP","54","61346  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1383","24.205731","192.168.0.105","192.168.0.104","TCP","54","49799  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1384","24.209581","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"1385","24.219358","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1386","24.248798","192.168.0.105","192.168.0.104","TCP","54","49799  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1387","24.248834","192.168.0.104","192.168.0.105","TCP","54","80  >  49799 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1388","24.248897","192.168.0.104","192.168.0.105","TCP","54","80  >  49799 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1389","24.255574","192.168.0.105","192.168.0.104","TCP","62","64438  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1390","24.255650","192.168.0.104","192.168.0.105","TCP","62","80  >  64438 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1391","24.272655","192.168.0.105","192.168.0.104","TCP","54","49799  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1392","24.292097","192.168.0.105","192.168.0.104","TCP","54","64438  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1393","24.296836","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"1394","24.304762","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1395","24.336181","192.168.0.105","192.168.0.104","TCP","54","64438  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1396","24.336212","192.168.0.104","192.168.0.105","TCP","54","80  >  64438 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1397","24.336285","192.168.0.104","192.168.0.105","TCP","54","80  >  64438 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1398","24.341243","192.168.0.105","192.168.0.104","TCP","62","51687  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1399","24.341293","192.168.0.104","192.168.0.105","TCP","62","80  >  51687 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1400","24.350596","192.168.0.105","192.168.0.104","TCP","54","64438  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1401","24.358101","192.168.0.105","192.168.0.104","TCP","54","51687  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1402","24.361974","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1403","24.370124","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1404","24.411950","192.168.0.105","192.168.0.104","TCP","54","51687  >  80 [ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1405","24.448629","192.168.0.105","192.168.0.104","TCP","54","51687  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1406","24.448685","192.168.0.104","192.168.0.105","TCP","54","80  >  51687 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1407","24.448764","192.168.0.104","192.168.0.105","TCP","54","80  >  51687 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1408","24.455899","192.168.0.105","192.168.0.104","TCP","62","62396  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1409","24.455995","192.168.0.104","192.168.0.105","TCP","62","80  >  62396 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1410","24.549176","192.168.0.105","192.168.0.104","TCP","54","51687  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1411","24.553625","192.168.0.105","192.168.0.104","TCP","54","62396  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1412","24.578640","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1413","24.601026","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1414","24.702349","192.168.0.105","192.168.0.104","TCP","54","62396  >  80 [ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1415","24.723029","192.168.0.105","192.168.0.104","TCP","54","62396  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1416","24.723139","192.168.0.104","192.168.0.105","TCP","54","80  >  62396 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1417","24.723187","192.168.0.104","192.168.0.105","TCP","54","80  >  62396 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1418","24.725696","192.168.0.105","192.168.0.104","TCP","62","51891  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1419","24.725869","192.168.0.104","192.168.0.105","TCP","62","80  >  51891 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1420","24.752208","192.168.0.105","192.168.0.104","TCP","54","62396  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1421","24.773978","192.168.0.105","192.168.0.104","TCP","54","51891  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1422","24.777039","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"1423","24.788679","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1424","24.805693","192.168.0.105","192.168.0.104","TCP","54","51891  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1425","24.805793","192.168.0.104","192.168.0.105","TCP","54","80  >  51891 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1426","24.805918","192.168.0.104","192.168.0.105","TCP","54","80  >  51891 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1427","24.807320","192.168.0.105","192.168.0.104","TCP","62","55302  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1428","24.807512","192.168.0.104","192.168.0.105","TCP","62","80  >  55302 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1429","24.824566","192.168.0.105","192.168.0.104","TCP","54","51891  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1430","24.828729","192.168.0.105","192.168.0.104","TCP","54","55302  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1431","24.832440","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"1432","24.849162","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1433","24.897801","192.168.0.105","192.168.0.104","TCP","54","55302  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1434","24.897839","192.168.0.104","192.168.0.105","TCP","54","80  >  55302 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1435","24.897908","192.168.0.104","192.168.0.105","TCP","54","80  >  55302 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1436","24.908448","192.168.0.105","192.168.0.104","TCP","62","64943  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1437","24.908507","192.168.0.104","192.168.0.105","TCP","62","80  >  64943 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1438","24.920938","192.168.0.105","192.168.0.104","TCP","54","55302  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1439","24.939055","192.168.0.105","192.168.0.104","TCP","54","64943  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1440","24.942882","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1441","24.951094","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1442","24.968205","192.168.0.105","192.168.0.104","TCP","54","64943  >  80 [ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1443","25.011122","192.168.0.105","192.168.0.104","TCP","54","64943  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1444","25.011161","192.168.0.104","192.168.0.105","TCP","54","80  >  64943 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1445","25.011258","192.168.0.104","192.168.0.105","TCP","54","80  >  64943 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1446","25.014678","192.168.0.105","192.168.0.104","TCP","62","50933  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1447","25.014753","192.168.0.104","192.168.0.105","TCP","62","80  >  50933 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1448","25.051209","192.168.0.105","192.168.0.104","TCP","54","64943  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1449","25.053649","192.168.0.105","192.168.0.104","TCP","54","50933  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1450","25.058421","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1451","25.072972","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1452","25.122096","192.168.0.105","192.168.0.104","TCP","54","50933  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1453","25.122153","192.168.0.104","192.168.0.105","TCP","54","80  >  50933 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1454","25.122233","192.168.0.104","192.168.0.105","TCP","54","80  >  50933 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1455","25.129915","192.168.0.105","192.168.0.104","TCP","62","52639  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1456","25.130024","192.168.0.104","192.168.0.105","TCP","62","80  >  52639 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1457","25.163594","192.168.0.105","192.168.0.104","TCP","54","50933  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1458","25.175871","192.168.0.105","192.168.0.104","TCP","54","52639  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1459","25.178756","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1460","25.208211","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1461","25.240958","192.168.0.105","192.168.0.104","TCP","54","52639  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1462","25.241028","192.168.0.104","192.168.0.105","TCP","54","80  >  52639 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1463","25.241128","192.168.0.104","192.168.0.105","TCP","54","80  >  52639 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1464","25.246072","192.168.0.105","192.168.0.104","TCP","62","54327  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1465","25.246193","192.168.0.104","192.168.0.105","TCP","62","80  >  54327 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1466","25.267992","192.168.0.105","192.168.0.104","TCP","54","52639  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1467","25.276078","192.168.0.105","192.168.0.104","TCP","54","54327  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1468","25.279057","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"1469","25.296363","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1470","25.349059","192.168.0.105","192.168.0.104","TCP","54","54327  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1471","25.349103","192.168.0.104","192.168.0.105","TCP","54","80  >  54327 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1472","25.349170","192.168.0.104","192.168.0.105","TCP","54","80  >  54327 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1473","25.351157","192.168.0.105","192.168.0.104","TCP","62","60716  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1474","25.351230","192.168.0.104","192.168.0.105","TCP","62","80  >  60716 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1475","25.369453","192.168.0.105","192.168.0.104","TCP","54","54327  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1476","25.401758","192.168.0.105","192.168.0.104","TCP","54","60716  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1477","25.407372","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"1478","25.422065","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1479","25.483046","192.168.0.105","192.168.0.104","TCP","54","60716  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1480","25.483102","192.168.0.104","192.168.0.105","TCP","54","80  >  60716 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1481","25.483177","192.168.0.104","192.168.0.105","TCP","54","80  >  60716 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1482","25.485140","192.168.0.105","192.168.0.104","TCP","62","62533  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1483","25.485247","192.168.0.104","192.168.0.105","TCP","62","80  >  62533 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1484","25.494762","192.168.0.104","224.0.0.251","MDNS","91","Standard query response 0x0000 A, cache flush 192.168.56.1"
"1485","25.509010","192.168.0.105","192.168.0.104","TCP","54","60716  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1486","25.528062","192.168.0.105","192.168.0.104","TCP","54","62533  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1487","25.532215","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1488","25.540175","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1489","25.575739","192.168.0.105","192.168.0.104","TCP","54","62533  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1490","25.575781","192.168.0.104","192.168.0.105","TCP","54","80  >  62533 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1491","25.575849","192.168.0.104","192.168.0.105","TCP","54","80  >  62533 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1492","25.579494","192.168.0.105","192.168.0.104","TCP","62","51040  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1493","25.579591","192.168.0.104","192.168.0.105","TCP","62","80  >  51040 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1494","25.598806","192.168.0.105","192.168.0.104","TCP","54","62533  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1495","25.608659","192.168.0.105","192.168.0.104","TCP","54","51040  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1496","25.613546","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"1497","25.623492","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1498","25.685095","192.168.0.105","192.168.0.104","TCP","54","51040  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1499","25.685132","192.168.0.104","192.168.0.105","TCP","54","80  >  51040 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1500","25.685190","192.168.0.104","192.168.0.105","TCP","54","80  >  51040 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1501","25.718084","192.168.0.105","192.168.0.104","TCP","62","62942  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1502","25.718162","192.168.0.104","192.168.0.105","TCP","62","80  >  62942 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1503","25.733011","192.168.0.105","192.168.0.104","TCP","54","51040  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1504","25.740705","192.168.0.105","192.168.0.104","TCP","54","62942  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1505","25.755717","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"1506","25.770080","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1507","25.779334","fe80::a160:a73d:f540:b055","ff02::fb","MDNS","123","Standard query response 0x0000 AAAA, cache flush fe80::f8da:caaa:890a:2905"
"1508","25.800260","192.168.0.105","192.168.0.104","TCP","54","62942  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1509","25.800292","192.168.0.104","192.168.0.105","TCP","54","80  >  62942 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1510","25.800355","192.168.0.104","192.168.0.105","TCP","54","80  >  62942 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1511","25.812216","192.168.0.105","192.168.0.104","TCP","62","49507  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1512","25.812296","192.168.0.104","192.168.0.105","TCP","62","80  >  49507 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1513","25.825817","192.168.0.105","192.168.0.104","TCP","54","62942  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1514","25.827045","192.168.0.105","192.168.0.104","TCP","54","49507  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1515","25.857116","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1516","25.867489","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1517","25.916380","192.168.0.105","192.168.0.104","TCP","54","49507  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1518","25.916427","192.168.0.104","192.168.0.105","TCP","54","80  >  49507 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1519","25.916491","192.168.0.104","192.168.0.105","TCP","54","80  >  49507 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1520","25.929314","192.168.0.105","192.168.0.104","TCP","62","58580  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1521","25.929391","192.168.0.104","192.168.0.105","TCP","62","80  >  58580 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1522","25.968666","192.168.0.105","192.168.0.104","TCP","54","49507  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1523","25.982138","192.168.0.105","192.168.0.104","TCP","54","58580  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1524","25.990981","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1525","26.016299","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1526","26.033729","192.168.0.105","192.168.0.104","TCP","54","58580  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1527","26.033802","192.168.0.104","192.168.0.105","TCP","54","80  >  58580 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1528","26.033900","192.168.0.104","192.168.0.105","TCP","54","80  >  58580 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1529","26.039220","192.168.0.105","192.168.0.104","TCP","62","58134  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1530","26.039343","192.168.0.104","192.168.0.105","TCP","62","80  >  58134 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1531","26.078615","192.168.0.105","192.168.0.104","TCP","54","58580  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1532","26.081209","192.168.0.105","192.168.0.104","TCP","54","58134  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1533","26.089225","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1534","26.108904","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1535","26.136324","192.168.0.105","192.168.0.104","TCP","54","58134  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1536","26.136357","192.168.0.104","192.168.0.105","TCP","54","80  >  58134 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1537","26.136418","192.168.0.104","192.168.0.105","TCP","54","80  >  58134 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1538","26.138424","192.168.0.105","192.168.0.104","TCP","62","50220  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1539","26.138479","192.168.0.104","192.168.0.105","TCP","62","80  >  50220 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1540","26.184888","192.168.0.105","192.168.0.104","TCP","54","58134  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1541","26.187907","192.168.0.105","192.168.0.104","TCP","54","50220  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1542","26.210202","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1543","26.218532","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1544","26.249472","192.168.0.105","192.168.0.104","TCP","54","50220  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1545","26.249516","192.168.0.104","192.168.0.105","TCP","54","80  >  50220 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1546","26.249582","192.168.0.104","192.168.0.105","TCP","54","80  >  50220 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1547","26.250898","192.168.0.105","192.168.0.104","TCP","62","63667  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1548","26.250963","192.168.0.104","192.168.0.105","TCP","62","80  >  63667 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1549","26.299067","192.168.0.105","192.168.0.104","TCP","54","50220  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1550","26.300875","192.168.0.105","192.168.0.104","TCP","54","63667  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1551","26.306012","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1552","26.337192","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1553","26.361009","192.168.0.105","192.168.0.104","TCP","54","63667  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1554","26.361052","192.168.0.104","192.168.0.105","TCP","54","80  >  63667 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1555","26.361115","192.168.0.104","192.168.0.105","TCP","54","80  >  63667 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1556","26.368424","192.168.0.105","192.168.0.104","TCP","62","55560  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1557","26.368490","192.168.0.104","192.168.0.105","TCP","62","80  >  55560 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1558","26.389722","192.168.0.105","192.168.0.104","TCP","54","63667  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1559","26.402177","192.168.0.105","192.168.0.104","TCP","54","55560  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1560","26.417366","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1561","26.427317","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1562","26.476483","192.168.0.105","192.168.0.104","TCP","54","55560  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1563","26.476535","192.168.0.104","192.168.0.105","TCP","54","80  >  55560 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1564","26.476557","192.168.0.104","192.168.0.105","TCP","54","80  >  55560 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1565","26.492384","192.168.0.105","192.168.0.104","TCP","62","49489  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1566","26.492447","192.168.0.104","192.168.0.105","TCP","62","80  >  49489 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1567","26.530343","192.168.0.105","192.168.0.104","TCP","54","55560  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1568","26.534331","192.168.0.105","192.168.0.104","TCP","54","49489  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1569","26.597916","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"1570","26.605519","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1571","26.632149","192.168.0.105","192.168.0.104","TCP","54","49489  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1572","26.632183","192.168.0.104","192.168.0.105","TCP","54","80  >  49489 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1573","26.632245","192.168.0.104","192.168.0.105","TCP","54","80  >  49489 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1574","26.647848","192.168.0.105","192.168.0.104","TCP","62","57823  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"1575","26.647907","192.168.0.104","192.168.0.105","TCP","62","80  >  57823 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"1576","26.660507","192.168.0.105","192.168.0.104","TCP","54","49489  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"1577","26.680525","192.168.0.105","192.168.0.104","TCP","54","57823  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"1578","26.695956","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"1579","26.704212","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"1580","26.723700","192.168.0.105","192.168.0.104","TCP","54","57823  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"1581","26.723741","192.168.0.104","192.168.0.105","TCP","54","80  >  57823 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1582","26.723811","192.168.0.104","192.168.0.105","TCP","54","80  >  57823 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"1583","26.726020","192.168.0.105","192.168.0.104","TCP","62","53440  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
